Location,Soil_Type,Fertility_Index,Land_Use_Type,Average_Rainfall(mm),Temperature(°C),Crop_Suitability,Season,Satellite_Observation_Date,Remarks
Khulna,Peaty,83,Unused,53,21.2,Maize,Winter,2024-01-19,Moderate potential
Rangpur,Loamy,69,Agricultural,105,21.3,Maize,Autumn,2024-12-29,Low potential
Chattogram,Sandy,81,Residential,275,23.5,Jute,Autumn,2024-02-01,Moderate potential
Rangpur,Silt,80,Barren,159,33.7,Wheat,Winter,2024-11-16,Moderate potential
Rajshahi,Clay,85,Residential,143,32.2,Tea,Summer,2024-09-29,Requires attention
Rajshahi,Loamy,55,Residential,248,31.9,Spices,Winter,2024-10-24,Low potential
Barishal,Silt,80,Unused,273,26.5,Rice,Winter,2024-04-23,Low potential
Khulna,Clay,80,Residential,347,33.8,Maize,Summer,2024-11-09,Low potential
Rangpur,Clay,87,Barren,262,28.2,Maize,Monsoon,2024-11-11,High potential
Mymensingh,Peaty,92,Residential,198,23.6,Jute,Autumn,2024-04-27,Requires attention
Khulna,Loamy,88,Residential,361,30.9,Tea,Monsoon,2024-06-17,Low potential
Mymensingh,Loamy,85,Agricultural,279,27.6,Vegetables,Autumn,2024-02-10,Requires attention
Chattogram,Clay,41,Residential,348,25.7,Tea,Monsoon,2024-05-22,High potential
Mymensingh,Loamy,91,Unused,212,24.8,Rice,Winter,2024-09-26,Requires attention
Chattogram,Clay,68,Barren,206,33.6,Vegetables,Winter,2024-04-23,Low potential
Rajshahi,Silt,83,Barren,85,26.5,Jute,Autumn,2024-06-04,Requires attention
Sylhet,Silt,95,Residential,245,23.8,Tea,Autumn,2024-10-05,High potential
Sylhet,Silt,57,Unused,379,26.2,Vegetables,Summer,2024-05-13,Requires attention
Sylhet,Peaty,59,Residential,247,26.2,Wheat,Autumn,2024-04-08,Requires attention
Chattogram,Sandy,95,Unused,69,24.7,Jute,Autumn,2024-04-21,Low potential
Rangpur,Silt,47,Agricultural,236,26.4,Tea,Autumn,2024-05-05,Moderate potential
Dhaka,Clay,58,Unused,137,28.6,Wheat,Monsoon,2024-11-19,High potential
Sylhet,Loamy,76,Barren,262,28.4,Jute,Winter,2024-07-26,Low potential
Barishal,Clay,67,Residential,300,27.7,Jute,Winter,2024-06-24,Low potential
Mymensingh,Sandy,59,Residential,142,27.2,Vegetables,Summer,2024-06-08,High potential
Mymensingh,Loamy,60,Residential,136,31.7,Wheat,Autumn,2024-08-17,Moderate potential
Barishal,Loamy,47,Unused,153,30.4,Tea,Summer,2024-09-24,Low potential
Mymensingh,Silt,60,Barren,148,22.7,Wheat,Autumn,2024-08-25,Low potential
Dhaka,Clay,71,Agricultural,100,24.1,Spices,Autumn,2024-01-26,Moderate potential
Dhaka,Silt,50,Agricultural,230,34.1,Wheat,Summer,2024-10-22,Low potential
Khulna,Clay,94,Unused,144,24.9,Vegetables,Summer,2024-08-24,Low potential
Rangpur,Clay,49,Unused,114,33.0,Tea,Autumn,2024-11-30,Requires attention
Barishal,Sandy,80,Barren,257,27.4,Vegetables,Winter,2024-08-17,Moderate potential
Rajshahi,Sandy,66,Agricultural,162,24.9,Spices,Winter,2024-05-26,High potential
Khulna,Loamy,71,Unused,294,28.6,Spices,Summer,2024-04-13,Moderate potential
Rangpur,Sandy,80,Barren,77,34.1,Maize,Autumn,2024-09-25,Moderate potential
Rangpur,Silt,54,Barren,150,26.6,Vegetables,Winter,2024-03-07,High potential
Rajshahi,Clay,96,Barren,139,32.8,Maize,Autumn,2024-11-05,Moderate potential
Chattogram,Peaty,78,Barren,132,21.4,Tea,Summer,2024-01-01,High potential
Dhaka,Peaty,51,Unused,159,27.8,Rice,Summer,2024-12-01,Moderate potential
Rajshahi,Peaty,95,Residential,262,28.8,Tea,Winter,2024-09-04,High potential
Rangpur,Loamy,90,Residential,214,22.7,Rice,Winter,2024-08-18,Low potential
Rangpur,Sandy,81,Barren,361,21.7,Vegetables,Winter,2024-02-07,High potential
Khulna,Peaty,69,Residential,363,29.3,Spices,Autumn,2024-03-27,Moderate potential
Rajshahi,Peaty,55,Unused,81,29.1,Maize,Autumn,2024-07-24,Moderate potential
Barishal,Loamy,66,Agricultural,223,33.9,Wheat,Monsoon,2024-02-19,Requires attention
Sylhet,Loamy,52,Barren,303,21.9,Spices,Monsoon,2024-08-30,Low potential
Chattogram,Peaty,41,Unused,391,31.9,Vegetables,Summer,2024-01-28,Moderate potential
Sylhet,Sandy,44,Unused,103,29.3,Tea,Autumn,2024-12-13,High potential
Rajshahi,Silt,99,Residential,327,23.7,Spices,Autumn,2024-08-11,Low potential
Rajshahi,Loamy,45,Residential,99,24.3,Maize,Winter,2024-02-08,Requires attention
Chattogram,Peaty,46,Barren,192,31.0,Wheat,Summer,2024-06-10,Low potential
Chattogram,Loamy,84,Barren,104,24.0,Wheat,Summer,2024-06-28,Low potential
Chattogram,Clay,69,Residential,214,25.0,Vegetables,Winter,2024-07-16,Requires attention
Rajshahi,Silt,43,Agricultural,56,26.3,Rice,Winter,2024-06-05,Moderate potential
Dhaka,Peaty,89,Residential,318,20.6,Rice,Winter,2024-10-24,Moderate potential
Chattogram,Peaty,96,Unused,214,31.9,Maize,Summer,2024-06-09,Low potential
Rajshahi,Peaty,99,Unused,345,24.2,Jute,Winter,2024-12-04,Low potential
Sylhet,Clay,67,Residential,258,34.8,Rice,Winter,2024-05-16,Low potential
Mymensingh,Sandy,45,Unused,309,24.2,Vegetables,Winter,2024-01-30,High potential
Khulna,Clay,52,Agricultural,74,23.3,Spices,Autumn,2024-05-27,High potential
Mymensingh,Sandy,50,Unused,158,28.8,Spices,Winter,2024-09-15,Low potential
Rangpur,Peaty,97,Agricultural,278,24.8,Maize,Autumn,2024-08-02,High potential
Sylhet,Clay,66,Residential,285,28.2,Vegetables,Winter,2024-04-30,Moderate potential
Rangpur,Loamy,56,Unused,121,29.7,Jute,Autumn,2024-10-09,High potential
Khulna,Peaty,58,Unused,121,24.0,Maize,Monsoon,2024-09-23,High potential
Barishal,Clay,40,Residential,173,33.2,Jute,Autumn,2024-11-25,Moderate potential
Khulna,Silt,77,Residential,312,34.6,Tea,Monsoon,2024-03-31,Low potential
Sylhet,Loamy,43,Unused,282,31.4,Rice,Autumn,2024-06-15,Moderate potential
Khulna,Sandy,91,Agricultural,117,23.9,Maize,Summer,2024-09-11,Requires attention
Dhaka,Peaty,71,Agricultural,244,29.3,Wheat,Summer,2024-04-02,Moderate potential
Rajshahi,Loamy,72,Unused,327,29.6,Rice,Winter,2024-07-06,Moderate potential
Khulna,Sandy,93,Barren,127,31.0,Rice,Summer,2024-03-15,Moderate potential
Barishal,Loamy,59,Unused,297,26.6,Spices,Summer,2024-03-30,Low potential
Barishal,Clay,98,Barren,71,30.5,Rice,Winter,2024-04-25,Moderate potential
Mymensingh,Silt,95,Residential,333,23.8,Rice,Monsoon,2024-12-16,High potential
Chattogram,Loamy,51,Unused,172,28.1,Tea,Summer,2024-11-19,High potential
Barishal,Loamy,96,Barren,99,30.4,Wheat,Winter,2024-09-03,High potential
Barishal,Peaty,42,Agricultural,294,24.2,Jute,Autumn,2024-05-07,Moderate potential
Rangpur,Clay,68,Unused,216,29.6,Wheat,Monsoon,2024-01-24,Low potential
Dhaka,Peaty,71,Agricultural,82,31.8,Jute,Summer,2024-02-15,Low potential
Barishal,Peaty,40,Agricultural,160,29.6,Wheat,Winter,2024-02-27,Low potential
Barishal,Sandy,46,Barren,74,28.2,Tea,Autumn,2024-03-23,Low potential
Dhaka,Clay,66,Barren,207,26.1,Maize,Winter,2024-09-06,High potential
Chattogram,Silt,70,Agricultural,135,28.9,Maize,Winter,2024-07-08,Moderate potential
Sylhet,Loamy,71,Residential,294,23.8,Tea,Autumn,2024-01-18,Requires attention
Rajshahi,Silt,94,Residential,85,27.3,Spices,Autumn,2024-06-23,Low potential
Chattogram,Loamy,70,Agricultural,196,24.3,Tea,Summer,2024-09-07,Moderate potential
Khulna,Silt,55,Agricultural,175,31.4,Spices,Winter,2024-11-11,Moderate potential
Mymensingh,Sandy,68,Unused,177,22.0,Maize,Autumn,2024-11-18,High potential
Dhaka,Sandy,55,Residential,225,26.4,Jute,Summer,2024-02-04,Requires attention
Barishal,Peaty,94,Agricultural,145,30.2,Spices,Winter,2024-05-05,Moderate potential
Khulna,Loamy,90,Agricultural,327,33.3,Rice,Monsoon,2024-02-14,Moderate potential
Khulna,Peaty,75,Residential,259,24.7,Maize,Summer,2024-03-02,Moderate potential
Khulna,Clay,95,Barren,219,28.2,Tea,Monsoon,2024-06-10,Moderate potential
Sylhet,Sandy,54,Agricultural,98,26.9,Spices,Summer,2024-02-07,Low potential
Chattogram,Peaty,88,Unused,270,28.0,Spices,Winter,2024-06-21,High potential
Rangpur,Silt,58,Barren,352,34.2,Jute,Autumn,2024-12-03,Requires attention
Chattogram,Silt,48,Agricultural,132,25.5,Maize,Winter,2024-07-19,Requires attention
Sylhet,Peaty,48,Residential,366,34.1,Maize,Autumn,2024-10-18,Moderate potential
Mymensingh,Loamy,62,Unused,302,22.0,Rice,Autumn,2024-10-22,High potential
Mymensingh,Peaty,86,Residential,50,21.2,Jute,Autumn,2024-07-04,Low potential
Barishal,Silt,99,Residential,250,28.8,Jute,Summer,2024-12-08,Low potential
Sylhet,Sandy,70,Unused,113,20.0,Spices,Winter,2024-07-19,Moderate potential
Sylhet,Silt,55,Agricultural,306,29.7,Rice,Autumn,2024-02-27,High potential
Barishal,Peaty,84,Agricultural,97,21.1,Jute,Summer,2024-02-24,High potential
Khulna,Peaty,41,Agricultural,298,32.8,Vegetables,Autumn,2024-11-21,High potential
Khulna,Sandy,64,Residential,315,22.2,Jute,Summer,2024-02-15,High potential
Mymensingh,Silt,97,Barren,249,30.4,Spices,Autumn,2024-12-19,Requires attention
Mymensingh,Clay,78,Residential,194,23.3,Wheat,Monsoon,2024-08-01,Moderate potential
Barishal,Silt,69,Residential,335,32.8,Spices,Summer,2024-06-30,Low potential
Sylhet,Peaty,82,Barren,105,29.4,Jute,Winter,2024-11-26,Low potential
Chattogram,Loamy,95,Agricultural,161,31.6,Vegetables,Autumn,2024-02-27,Requires attention
Dhaka,Peaty,44,Barren,137,27.4,Wheat,Autumn,2024-01-17,High potential
Sylhet,Clay,62,Agricultural,356,33.6,Wheat,Winter,2024-04-17,Low potential
Mymensingh,Silt,54,Residential,284,29.9,Rice,Monsoon,2024-05-09,High potential
Rangpur,Clay,91,Residential,120,26.3,Vegetables,Monsoon,2024-09-11,High potential
Sylhet,Peaty,81,Barren,74,28.1,Maize,Winter,2024-02-27,Low potential
Rangpur,Sandy,61,Unused,155,20.8,Tea,Summer,2024-05-21,High potential
Dhaka,Sandy,47,Barren,136,24.3,Spices,Summer,2024-05-10,Requires attention
Chattogram,Clay,68,Barren,206,28.6,Tea,Autumn,2024-06-08,Low potential
Rangpur,Sandy,98,Agricultural,283,23.4,Rice,Autumn,2024-10-21,High potential
Sylhet,Sandy,51,Residential,90,23.5,Vegetables,Summer,2024-09-30,Low potential
Rajshahi,Loamy,96,Residential,258,31.9,Maize,Autumn,2024-06-16,Moderate potential
Rajshahi,Peaty,89,Residential,269,22.6,Wheat,Autumn,2024-02-24,High potential
Dhaka,Peaty,60,Unused,394,20.3,Rice,Summer,2024-12-02,High potential
Rajshahi,Peaty,98,Unused,392,30.3,Jute,Summer,2024-09-27,Low potential
Khulna,Loamy,43,Barren,183,28.7,Rice,Autumn,2024-05-14,Requires attention
Sylhet,Peaty,72,Agricultural,211,33.8,Tea,Monsoon,2024-06-22,High potential
Dhaka,Sandy,56,Agricultural,66,28.0,Vegetables,Monsoon,2024-06-13,High potential
Dhaka,Sandy,92,Agricultural,51,30.0,Wheat,Winter,2024-11-15,Moderate potential
Sylhet,Peaty,82,Unused,216,24.9,Rice,Winter,2024-06-29,Moderate potential
Rangpur,Peaty,84,Barren,387,27.5,Spices,Summer,2024-07-28,Low potential
Khulna,Peaty,98,Residential,236,29.7,Spices,Winter,2024-04-01,Requires attention
Rangpur,Sandy,67,Unused,341,32.4,Jute,Winter,2024-03-12,Requires attention
Dhaka,Loamy,94,Unused,180,20.8,Vegetables,Monsoon,2024-05-30,Low potential
Chattogram,Clay,42,Barren,374,24.5,Jute,Autumn,2024-11-23,High potential
Dhaka,Silt,41,Agricultural,305,30.8,Jute,Summer,2024-08-31,Low potential
Barishal,Silt,40,Agricultural,88,33.1,Wheat,Winter,2024-05-02,High potential
Mymensingh,Loamy,54,Residential,136,31.0,Wheat,Summer,2024-01-18,Low potential
Sylhet,Sandy,42,Agricultural,242,30.1,Rice,Monsoon,2024-03-15,Moderate potential
Barishal,Sandy,99,Residential,339,31.1,Tea,Winter,2024-03-31,Requires attention
Mymensingh,Peaty,54,Barren,372,29.0,Wheat,Monsoon,2024-04-04,Low potential
Barishal,Clay,92,Barren,203,33.8,Tea,Summer,2024-02-04,High potential
Chattogram,Clay,94,Unused,393,27.2,Maize,Autumn,2024-01-22,Low potential
Rangpur,Loamy,59,Residential,238,30.6,Wheat,Autumn,2024-02-11,Moderate potential
Mymensingh,Sandy,64,Residential,266,31.2,Jute,Summer,2024-06-10,Moderate potential
Khulna,Peaty,86,Barren,144,23.1,Maize,Winter,2024-03-31,Moderate potential
Rajshahi,Peaty,54,Barren,354,22.5,Wheat,Winter,2024-01-05,Moderate potential
Rajshahi,Loamy,78,Unused,273,27.1,Tea,Autumn,2024-03-06,High potential
Mymensingh,Silt,41,Residential,336,21.1,Wheat,Monsoon,2024-07-29,Moderate potential
Rangpur,Sandy,81,Residential,93,31.9,Spices,Winter,2024-10-10,Low potential
Dhaka,Loamy,58,Residential,351,30.7,Tea,Monsoon,2024-06-12,Low potential
Chattogram,Sandy,82,Residential,166,31.8,Vegetables,Winter,2024-05-26,High potential
Rangpur,Clay,52,Residential,208,27.6,Maize,Summer,2024-02-21,Requires attention
Sylhet,Silt,94,Residential,169,23.0,Maize,Winter,2024-08-27,Moderate potential
Mymensingh,Silt,52,Unused,241,31.8,Wheat,Winter,2024-07-14,Moderate potential
Rangpur,Loamy,96,Unused,252,25.2,Rice,Autumn,2024-09-21,Moderate potential
Rangpur,Clay,87,Residential,249,33.2,Wheat,Winter,2024-02-20,Low potential
Sylhet,Clay,51,Barren,66,25.0,Wheat,Monsoon,2024-05-20,High potential
Rajshahi,Loamy,49,Unused,172,22.6,Wheat,Summer,2024-04-15,Low potential
Sylhet,Sandy,55,Barren,219,25.0,Vegetables,Monsoon,2024-06-06,Requires attention
Rajshahi,Peaty,45,Barren,182,25.9,Spices,Summer,2024-10-04,Low potential
Mymensingh,Clay,94,Agricultural,81,28.2,Rice,Winter,2024-08-25,Low potential
Rangpur,Peaty,97,Barren,55,31.8,Spices,Winter,2024-05-21,Moderate potential
Khulna,Sandy,50,Barren,212,26.9,Rice,Summer,2024-12-01,Low potential
Sylhet,Peaty,85,Agricultural,317,24.3,Tea,Winter,2024-11-13,Requires attention
Khulna,Sandy,48,Unused,176,22.2,Jute,Winter,2024-01-13,Moderate potential
Rangpur,Sandy,52,Agricultural,159,22.8,Rice,Winter,2024-11-26,Moderate potential
Rangpur,Silt,81,Agricultural,160,27.6,Vegetables,Monsoon,2024-08-27,Requires attention
Chattogram,Peaty,53,Unused,262,30.7,Maize,Monsoon,2024-03-27,Requires attention
Sylhet,Loamy,58,Unused,154,28.3,Rice,Autumn,2024-08-23,Moderate potential
Dhaka,Sandy,53,Barren,133,27.3,Tea,Winter,2024-01-18,Moderate potential
Chattogram,Clay,45,Unused,277,23.0,Jute,Winter,2024-09-07,High potential
Rangpur,Clay,92,Residential,115,26.0,Wheat,Autumn,2024-11-15,High potential
Mymensingh,Loamy,43,Barren,346,33.0,Wheat,Autumn,2024-10-14,Moderate potential
Dhaka,Clay,96,Agricultural,245,25.7,Tea,Summer,2024-12-21,High potential
Barishal,Silt,70,Residential,103,34.9,Tea,Winter,2024-12-22,Low potential
Dhaka,Sandy,40,Agricultural,182,20.6,Vegetables,Autumn,2024-10-23,Moderate potential
Dhaka,Clay,42,Unused,165,21.5,Tea,Summer,2024-05-18,Moderate potential
Dhaka,Loamy,41,Barren,309,28.3,Tea,Autumn,2024-04-22,Requires attention
Rangpur,Sandy,52,Barren,341,25.5,Jute,Autumn,2024-11-15,Requires attention
Mymensingh,Silt,56,Barren,304,26.7,Jute,Winter,2024-04-10,Requires attention
Rangpur,Loamy,40,Barren,263,33.8,Rice,Winter,2024-06-24,Requires attention
Sylhet,Peaty,94,Unused,69,20.9,Wheat,Autumn,2024-01-04,High potential
Mymensingh,Peaty,44,Barren,288,26.0,Maize,Summer,2024-03-28,High potential
Mymensingh,Clay,53,Agricultural,128,26.5,Jute,Summer,2024-03-30,Requires attention
Mymensingh,Clay,50,Barren,329,31.6,Spices,Winter,2024-09-22,Requires attention
Barishal,Clay,88,Unused,298,29.5,Rice,Summer,2024-12-28,Requires attention
Sylhet,Silt,66,Agricultural,314,20.5,Jute,Winter,2024-09-28,Moderate potential
Rajshahi,Loamy,40,Unused,300,23.1,Jute,Monsoon,2024-11-29,Requires attention
Barishal,Silt,59,Residential,174,26.0,Spices,Summer,2024-11-29,Requires attention
Rangpur,Clay,60,Unused,343,32.0,Spices,Summer,2024-12-23,Low potential
Mymensingh,Sandy,47,Agricultural,142,32.4,Jute,Winter,2024-04-24,High potential
Mymensingh,Silt,88,Barren,177,23.5,Tea,Autumn,2024-07-01,Moderate potential
Barishal,Silt,48,Unused,257,22.0,Rice,Winter,2024-01-22,High potential
Mymensingh,Loamy,54,Barren,192,28.8,Rice,Winter,2024-07-30,High potential
Dhaka,Clay,96,Barren,138,28.3,Spices,Monsoon,2024-09-25,Requires attention
Khulna,Peaty,90,Residential,388,30.1,Wheat,Winter,2024-05-04,Low potential
Barishal,Sandy,76,Residential,262,34.2,Maize,Autumn,2024-01-12,Moderate potential
Sylhet,Silt,67,Residential,312,29.6,Rice,Monsoon,2024-06-13,Moderate potential
Rajshahi,Peaty,73,Residential,389,24.7,Tea,Winter,2024-05-26,Requires attention
Rajshahi,Loamy,59,Agricultural,282,33.5,Rice,Summer,2024-06-09,Requires attention
Khulna,Clay,74,Unused,352,21.7,Vegetables,Summer,2024-11-12,Requires attention
Chattogram,Loamy,41,Residential,129,25.3,Wheat,Summer,2024-01-04,Requires attention
Mymensingh,Peaty,87,Barren,95,29.5,Tea,Autumn,2024-11-05,Moderate potential
Dhaka,Clay,52,Barren,358,32.1,Jute,Autumn,2024-02-16,Low potential
Rangpur,Silt,42,Barren,283,27.0,Jute,Autumn,2024-01-24,Moderate potential
Sylhet,Clay,52,Unused,179,24.6,Tea,Summer,2024-11-19,Moderate potential
Rajshahi,Peaty,89,Residential,61,26.9,Vegetables,Winter,2024-10-14,Requires attention
Mymensingh,Peaty,75,Agricultural,51,20.2,Tea,Summer,2024-05-07,High potential
Mymensingh,Sandy,53,Residential,338,21.3,Tea,Monsoon,2024-08-08,Moderate potential
Rajshahi,Clay,50,Barren,199,30.9,Wheat,Summer,2024-08-22,Moderate potential
Sylhet,Sandy,94,Barren,314,34.8,Wheat,Autumn,2024-06-13,Requires attention
Chattogram,Sandy,95,Residential,144,20.3,Spices,Winter,2024-02-27,Requires attention
Rajshahi,Loamy,42,Unused,271,21.2,Vegetables,Summer,2024-10-11,Requires attention
Dhaka,Peaty,76,Agricultural,365,29.3,Spices,Winter,2024-01-14,Low potential
Sylhet,Loamy,72,Agricultural,362,34.7,Rice,Winter,2024-10-01,Low potential
Dhaka,Loamy,73,Unused,99,31.4,Tea,Autumn,2024-09-16,Requires attention
Dhaka,Silt,79,Residential,320,22.3,Maize,Winter,2024-10-10,High potential
Khulna,Silt,50,Residential,345,33.5,Wheat,Autumn,2024-01-15,Low potential
Barishal,Sandy,44,Residential,224,24.2,Maize,Autumn,2024-11-16,Moderate potential
Mymensingh,Peaty,46,Residential,320,29.5,Vegetables,Summer,2024-01-22,Requires attention
Dhaka,Sandy,58,Barren,125,26.7,Jute,Winter,2024-03-13,High potential
Dhaka,Sandy,41,Residential,382,22.2,Spices,Winter,2024-05-11,Requires attention
Dhaka,Silt,76,Unused,53,23.7,Wheat,Autumn,2024-08-25,Low potential
Rajshahi,Clay,53,Unused,149,31.0,Tea,Summer,2024-06-19,Requires attention
Khulna,Clay,79,Barren,261,22.0,Vegetables,Winter,2024-03-17,Requires attention
Sylhet,Sandy,48,Agricultural,169,20.3,Jute,Winter,2024-02-03,Requires attention
Mymensingh,Clay,82,Unused,246,29.5,Spices,Autumn,2024-11-07,Moderate potential
Rangpur,Peaty,76,Agricultural,256,30.9,Tea,Summer,2024-02-18,Moderate potential
Rangpur,Silt,98,Agricultural,134,25.8,Maize,Monsoon,2024-04-17,High potential
Khulna,Sandy,61,Residential,324,21.4,Vegetables,Winter,2024-05-01,High potential
Sylhet,Sandy,89,Unused,325,20.3,Vegetables,Summer,2024-11-06,Requires attention
Barishal,Silt,50,Agricultural,286,33.5,Jute,Autumn,2024-10-29,Requires attention
Rangpur,Silt,50,Residential,189,24.4,Rice,Winter,2024-07-21,High potential
Sylhet,Loamy,49,Unused,238,21.6,Maize,Summer,2024-11-14,Requires attention
Dhaka,Loamy,41,Agricultural,114,27.1,Wheat,Autumn,2024-12-12,Moderate potential
Rajshahi,Sandy,94,Agricultural,54,29.4,Maize,Monsoon,2024-08-11,Moderate potential
Sylhet,Sandy,79,Residential,59,31.1,Tea,Summer,2024-01-31,Moderate potential
Barishal,Silt,53,Barren,105,33.5,Vegetables,Monsoon,2024-06-20,Requires attention
Rajshahi,Silt,94,Unused,175,29.7,Spices,Monsoon,2024-08-10,Requires attention
Sylhet,Clay,55,Barren,85,34.9,Spices,Winter,2024-08-12,Low potential
Barishal,Peaty,78,Agricultural,303,26.2,Jute,Autumn,2024-05-02,Low potential
Mymensingh,Peaty,55,Unused,369,28.8,Vegetables,Monsoon,2024-11-29,Moderate potential
Chattogram,Clay,66,Unused,399,20.8,Vegetables,Monsoon,2024-10-20,High potential
Rangpur,Sandy,70,Barren,369,22.9,Rice,Summer,2024-10-24,Moderate potential
Rajshahi,Loamy,42,Residential,264,24.8,Maize,Monsoon,2024-04-30,Requires attention
Chattogram,Silt,52,Residential,152,32.2,Tea,Summer,2024-07-11,Moderate potential
Dhaka,Silt,84,Agricultural,111,26.8,Maize,Autumn,2024-12-09,Moderate potential
Barishal,Clay,66,Barren,54,27.5,Spices,Winter,2024-08-23,Moderate potential
Mymensingh,Loamy,97,Barren,254,31.0,Spices,Monsoon,2024-09-22,Moderate potential
Sylhet,Sandy,52,Residential,108,25.8,Rice,Autumn,2024-09-25,High potential
Khulna,Clay,40,Barren,355,31.3,Rice,Summer,2024-02-28,Moderate potential
Dhaka,Loamy,75,Agricultural,190,23.6,Rice,Summer,2024-07-07,Moderate potential
Sylhet,Sandy,67,Agricultural,257,22.3,Rice,Autumn,2024-02-12,Low potential
Barishal,Silt,71,Barren,96,26.2,Maize,Autumn,2024-10-18,Moderate potential
Barishal,Silt,86,Unused,287,30.4,Vegetables,Monsoon,2024-10-04,Moderate potential
Rajshahi,Sandy,70,Agricultural,56,26.5,Maize,Winter,2024-08-27,Moderate potential
Sylhet,Peaty,92,Residential,192,34.6,Rice,Autumn,2024-07-28,Moderate potential
Rajshahi,Loamy,49,Barren,222,29.5,Maize,Autumn,2024-07-10,Requires attention
Rajshahi,Loamy,60,Barren,100,30.8,Jute,Winter,2024-07-12,High potential
Rajshahi,Silt,88,Residential,120,25.2,Spices,Autumn,2024-01-26,Low potential
Rajshahi,Sandy,90,Unused,158,28.4,Tea,Summer,2024-05-24,Requires attention
Dhaka,Sandy,54,Residential,262,26.3,Rice,Autumn,2024-10-14,High potential
Barishal,Clay,96,Barren,316,28.4,Vegetables,Autumn,2024-09-08,Moderate potential
Dhaka,Silt,65,Unused,306,31.6,Maize,Winter,2024-01-22,Moderate potential
Sylhet,Clay,58,Barren,232,30.2,Tea,Autumn,2024-12-08,Low potential
Sylhet,Silt,61,Barren,317,31.9,Maize,Monsoon,2024-05-11,Moderate potential
Mymensingh,Clay,53,Residential,92,31.6,Rice,Summer,2024-06-03,Low potential
Khulna,Sandy,89,Residential,154,24.2,Maize,Monsoon,2024-07-23,Requires attention
Khulna,Silt,92,Barren,375,30.1,Spices,Summer,2024-08-12,Low potential
Rajshahi,Clay,88,Agricultural,293,30.2,Maize,Summer,2024-08-29,Moderate potential
Barishal,Peaty,40,Barren,95,30.2,Rice,Summer,2024-03-09,Requires attention
Barishal,Peaty,87,Barren,177,28.4,Vegetables,Monsoon,2024-12-23,High potential
Rangpur,Sandy,98,Barren,242,20.3,Wheat,Monsoon,2024-12-11,Moderate potential
Chattogram,Loamy,41,Barren,337,26.0,Tea,Autumn,2024-04-18,Moderate potential
Sylhet,Silt,62,Residential,228,31.2,Jute,Autumn,2024-06-08,Moderate potential
Khulna,Silt,55,Unused,82,28.9,Jute,Monsoon,2024-02-14,Moderate potential
Khulna,Peaty,90,Unused,351,25.3,Vegetables,Winter,2024-05-04,High potential
Dhaka,Loamy,44,Barren,378,33.1,Maize,Monsoon,2024-11-26,Moderate potential
Mymensingh,Clay,91,Agricultural,76,32.1,Maize,Summer,2024-07-11,High potential
Barishal,Sandy,96,Unused,58,20.9,Maize,Winter,2024-06-10,High potential
Rajshahi,Sandy,68,Unused,337,28.7,Jute,Winter,2024-03-04,Requires attention
Sylhet,Loamy,53,Residential,119,25.8,Tea,Summer,2024-03-17,Requires attention
Khulna,Silt,50,Unused,345,26.4,Maize,Winter,2024-09-09,Low potential
Mymensingh,Sandy,91,Residential,152,29.6,Jute,Summer,2024-04-07,Moderate potential
Chattogram,Clay,67,Agricultural,171,30.5,Spices,Monsoon,2024-01-03,Low potential
Sylhet,Sandy,94,Barren,73,25.9,Jute,Summer,2024-07-06,Low potential
Rajshahi,Loamy,52,Residential,105,34.0,Spices,Autumn,2024-11-22,Requires attention
Sylhet,Silt,91,Residential,86,32.3,Jute,Monsoon,2024-03-03,Low potential
Dhaka,Clay,92,Agricultural,245,30.3,Rice,Summer,2024-06-19,Requires attention
Chattogram,Sandy,99,Barren,158,20.5,Vegetables,Summer,2024-09-27,High potential
Khulna,Peaty,100,Barren,297,27.7,Vegetables,Autumn,2024-05-13,Low potential
Sylhet,Clay,56,Agricultural,119,23.5,Spices,Monsoon,2024-04-27,Moderate potential
Sylhet,Clay,91,Residential,292,32.5,Jute,Monsoon,2024-09-16,Requires attention
Barishal,Clay,74,Unused,361,26.9,Spices,Monsoon,2024-07-26,Low potential
Chattogram,Peaty,52,Barren,352,28.4,Rice,Winter,2024-03-31,High potential
Mymensingh,Clay,53,Barren,336,26.5,Rice,Summer,2024-11-05,High potential
Rangpur,Loamy,84,Barren,399,20.9,Rice,Autumn,2024-06-09,High potential
Sylhet,Clay,94,Agricultural,365,33.6,Rice,Autumn,2024-11-25,Low potential
Barishal,Peaty,100,Residential,397,21.5,Jute,Autumn,2024-12-25,Requires attention
Dhaka,Silt,53,Unused,163,33.7,Vegetables,Autumn,2024-06-19,Moderate potential
Barishal,Sandy,49,Unused,396,28.7,Spices,Winter,2024-02-21,High potential
Chattogram,Silt,59,Unused,203,22.0,Spices,Monsoon,2024-01-18,Low potential
Dhaka,Peaty,47,Barren,138,33.6,Spices,Winter,2024-08-03,Requires attention
Barishal,Loamy,64,Barren,377,31.4,Jute,Autumn,2024-09-26,Moderate potential
Chattogram,Sandy,41,Barren,378,26.2,Tea,Winter,2024-12-26,Moderate potential
Dhaka,Sandy,87,Barren,142,32.1,Rice,Winter,2024-08-15,Low potential
Rangpur,Clay,80,Unused,162,33.6,Tea,Summer,2024-12-06,Moderate potential
Sylhet,Loamy,51,Barren,272,30.1,Tea,Autumn,2024-03-02,Requires attention
